query,report,institute,category
ambulans,"Salam Advokasi..

Kami dari Yayasan Advokasi Rakyat Aceh (YARA) yang berdomisili di Jl. Pelangi No. 42 Kp. Keuramat, Kuta Alam Banda Aceh yang selama ini aktif melakukan advokasi terhadap hak-hak masyarakat Aceh, diantaranya di bidang kesehatan, pendidikan, ekonomi, pertanian dan akses infrastruktur.

Sehubungan banyaknya pengaduan yang kami terima terhadap pungutan “uang gantung” penggunaan fasilitas ambulan, obat-obatan dan alat habis pakai yang dibebankan kepada pasien Jaminan Kesehatan Aceh (JKA), Jaminan Kesehatan Nasional (Jamkesmas) dan Jaminan Persalinan (Jampersal)di Rumah Sakit Umum Daerah (RSUD)Teungku Peukan Kabupaten Aceh Barat Daya bahkan pungutan uang gantung tersebut dari bulan Mei sampai bulan Juli 2013 dikembalikan.

Terkait hal tersebut diatas, kami ingin melaporkan Direktur RSUD Teungku Peukan Kabupaten Aceh, Aceh Barat Daya yang sampai saat ini masih adanya sistem “uang gantung”, padahal sistem tersebut tidak dikenal dalam Manlak Jamkesmas maupun  Jampersal. “Malah yang tertera dalam manlak adalah terhadap pasien peserta Jamkesmas dan Jampersal, tidak boleh dipungut biaya dalam bentuk apa pun"".

Sebagai bahan referensi turut, kami lampirkan hasil publikasi media cetak:

http://aceh.tribunnews.com/2013/08/14/rsud-abdya-belum-kembalikan-biaya-ambulans-pasien-jka

",Kementerian Kesehatan,  Kesehatan
ambulans,"KPS  TLG PEMBAGIAN BLSM,RASKIN,JAMKESDA DLL YG ADIL,ADA BYK RAKYAT MISKIN YG TDK DPT BANTUAN TSB,YG DPT MALAH YG MAMPU.UKURAN TDK MAMPU   MAMPU DR PEMERINTAH ITU BGM? SALAH SATUNYA DR BYK YG HRS SY LAPORKAN: BP.SUYONO   KELUARGA ANAK 2X NYA, NIK:3571020510520003.ALMT KTP:PANDEAN GG I/587,DIGUSUR PT.KA KRN TINGGAL DI PINGGIR REL,SKARANG KOST DI JL.BRIGJEN KATAMSO NO 60-KAMPUNG DALEM-KEDIRI,ISTRI ANAK CUCUNYA 3 HR LALU KECELAKAAN DI TRENGGALEK,DISAMBAR LARI TRUK,DI RSU TRENGGALEK DIPERSULIT DOKTER/PERAWAT,HBS 1JT LEBIH PDHAL TDK NGINAP,DIANTAR AMBULANS.WARGA INI BLM DPT BANTUAN APA 2X DR PEMERINTAH.TRIMS",Tim Sosialisasi Kebijakan Penyesuaian Subsidi BBM,  Beras Miskin (Raskin)
ambulans,Selamat siang pak..nama saya Lucas..gini pak saya kan butuh ambulan karena saya menemukan orang terlantar sedang sekarat sakit pak..saya sudah hubungi amSelamat siang pak..nama saya Lucas..gini pak saya kan butuh ambulan karena saya menemukan orang terlantar sedang sekarat sakit pak..saya sudah hubungi ambulance gawat darurat tp pihak sana tidak bisa proses secepatnya pak sementara di persulit..tolong pak bantuannya untuk diproses cepat..,Dinas Kesehatan,  Kesehatan
ambulans,"Saya warga Tanah Sereal Kec. Tambora, Jakarta Barat, meminta bantuan diadakannya Ambulans untuk warga tanah sereal terutama Rw 011 agar memudahkan untuk kematian/warga yang sakit,terima kasih.",Dinas Kesehatan,  Kesehatan
ambulans,"Tolong ditertibkan para pengendara motor sipil yang menggunakan sirine dan lampu strobo. Mereka sangat arogan dan suka memaksa minta jalan. Padahal kita sesama pengguna jalan. Apakah diperbolehkan bagi masyarakat sipil untuk menggunakan sirine dan lampu strobo, dan haruskah mereka diprioritaskan? Seharusnya yang berhak menggunakan sirine dan strobo adalah mobil Ambulans atau Polisi yang memang tugas mereka harus diprioritaskan. Tapi kenapa warga sipil banyak yang menggunakan sirine dan lampu strobo? Apa hak mereka? Orang-orang itu seperti ikut-ikutan ingin menjadi polisi.",Kepolisian Negara Republik Indonesia,"  Bidang Politik, Hukum, dan Keamanan"
terjadi banjir,"Perumahan utama regency rt.2/rw.8 pematang kapau, tenayan raya, pekanbaru, riau telah terjadi banjir. mohon pihak terkait ditangani, benahi drainase.",Dinas Pekerjaan Umum dan Penataan Ruang Kota Pekanbaru,  Drainase (Gorong-Gorong/Parit)
terjadi banjir,"Assalamu'alaikum wr.wb. salam sejahtera untuk kita semua.

Saya ingin menanyakan kelanjutan proyek penggalian paret/parit untuk saluran air yang berhenti dilaksanaan penggaliannya di Dusun I Batang Kuis Pekan dan proses pembuatan paretnya kenapa berhenti sudah 1 tahun lebih dan sampai sekarang tidak ada tindak lanjutnya. Padahal kalau musim hujan masih saja terjadi banjir dan banyak genangan air yang menyebabkan terjadinya atau bersarangnya nyamuk DBD dan malaria. Jadi saya minta ketika musim panas/kemarau seperti sekarang ini silakan dilanjutkan proyek tersebut yang sudah mangkrak hampir 1 tahun lebih ini dan tolong secepatnya respon dan tanggapannya dari pemerintah terkait mengenai persoalan ini. Karena selain wabah covid 19, wabah dbd dan malaria juga tinggi ya karena itu terlampau sepele dengan kebersihan dan hal-hal seperti parit dan lain-lain. Tolong segera dilanjutkan proyek parit ini agar lebih tertata ruang bagian drainase dan pengelolaan parit di sekitar dusun i batang kuis pekan.  Foto lampiran diambil tahun 2020 pada bulan juli hingga september ketika terjadi musim hujan yang menyebabkan banjir yang amat parah pada daerah ini. Sebenanya sudah digali parit tersebut seadanya namun belum rapi dan belum dicor dimohonkan kepada pemerintah terkait untuk menyelesaikan proyek parit yang mangkrak di dusun i batang kuis pekan gang alhadi ini agar tidak terjadi banjir ketika musim hujan agar air dapat lancar jaya jalannya menuju parit besar. Tolong kerjasamanya pemerintahan terkait dan pihak-pihak setempat.",Dinas Perumahan dan Kawasan Permukiman Kabupaten Deli Serdang,  Drainase (Gorong-Gorong/Parit)
terjadi banjir,Drainase di jalan kebun karet di depan komplek pondok rawa indah rt.41 rw.08 loktabat utara banjarbaru utara kota banjarbaru kurang berfungsi mengakibatkan banjir sering terjadi walaupun hujan terjadi dengan intensitas rendah sampai sedang dalam waktu kurang dari 15 menit air sudah menggenangi jalanan karena drainase yang tidak berfungsi terakhir pada bulan januari banjir memasuki rumah warga hingga ketinggian setengah meter mohon segera di tindak lanjuti untuk drainase sehingga tidak terjadi banjir lagi terima kasih,Dinas Pekerjaan Umum dan Penataan Ruang Kota Banjarbaru,  Drainase (Gorong-Gorong/Parit)
terjadi banjir,"Kami warga rt.004/009 rawa bambu, kelurahan pasarminggu, kecamatan pasarminggu, jakarta selatan, ingin melaporkan terjadi banjir di sekitar jl. gabus raya, jl. mujair iia, jl. mujair dalam khususnya rw. 009 pada hari sabtu dini hari, 20 februari 2021, akibat meluapnya sungai di samping perumahan aditama residence dan gabus raya, untuk banjir di jl. gabus raya, ketinggian mencapai 30 cm, dan di jl. mujair dalam ketinggian mencapai seleher orang dewasa. untuk itu, kami harap segera dilakukan normalisasi sungai di sepanjang jl. gabus raya, karena saat ini sungai mengalami pendangkalan hingga sungai hanya dapat menampung air sedalam 1 meter, dan dapat menyebabkan banjir susulan bila terjadi hujan lebat dengan durasi yang lama, mohon untuk dinas terkait segera menindaklanjuti laporan ini agar tidak terjadi hal-hal yang tidak diinginkan yang dapat merugikan warga khususnya rt.004/009",Pemprov DKI 2,  Banjir
terjadi banjir,"Yth. tim lapor,
saya muhammad husni sudah tinggal di perumahan bumi nasio indah sejak tahun 1987. dari tahun ke tahun perumahan ini selalu banjir dan akhir akhir ini semakin parah. awal tahun 2020 dan 2021 ketinggian banjir di rumah saya sampai sebatas dada walaupun sudah ditinggikan 1 meter apalagi rumah aslinya sampai ke plafon. saya mengharapkan pemkot bekasi punya solusi untuk mengatasi banjir tidak sekedar hanya memberikan bantuan sewaktu terjadi banjir. sekarang petugas pbb sudah datang  menagih pembayaran pajak di rw tempat saya tinggal .apa pemerintah (pemkot bekasi) tidak malu terhadap warganya yang setiap tahun kebanjiran ?",Badan Penanggulangan Bencana Daerah Kota Bekasi,  Permukiman
terjadi banjir,Telah terjadi banjir dan longsor yang meyebapkan sawah milik oktafianus dalang tidak bisa dikerjakan sama sekali,"Dinas Tanaman Pangan, Hortikultura dan Pertanian",  Pertanian dan Peternakan
terjadi banjir,"Izin melaporkan selokan jalan daerah gerbang komplek fadjar raya, kel. cibabat, cimahi utara. sudah penuh oleh sampah dan tanah. sering terjadi banjir.",DISKOMINFO KOTA CIMAHI,  Drainase (Gorong-Gorong/Parit)
terjadi banjir,"Kami warga rt.004/009 rawa bambu, kelurahan pasarminggu, kecamatan pasarminggu, jakarta selatan, ingin melaporkan terjadi banjir di sekitar jl. gabus raya, jl. mujair iia, jl. mujair dalam khususnya rw. 009 pada hari sabtu dini hari, 20 februari 2021, akibat meluapnya sungai di samping perumahan aditama residence dan gabus raya, untuk banjir di jl. gabus raya, ketinggian mencapai 30 cm, dan di jl. mujair dalam ketinggian mencapai seleher orang dewasa. untuk itu kami warga rt.004/009 dan seluruh warga rw.009 merasa keberatan bila ada pembangunan jembatan akses masuk rencana pembangunan perumahan aditama residence pasarminggu, karena dapat menyebabkan banjir susulan bila tanggul antara jl. gabus raya dengan lokasi perumahan aditama residence dibongkar & dibangun jembatan, untuk perumahan aditama residence sendiri sudah ada jembatan eksisting untuk akses masuk perumahan melalui jl. b 2. mohon untuk dinas terkait segera menindaklanjuti laporan ini agar tidak terjadi hal-hal yang tidak memungkinkan yang dapat merugikan warga khususnya rt.004/009",Pemprov DKI 2,  Jembatan
terjadi banjir,"Selamat siang.. 
maaf pak saya mau lapor, saya kehilangan surat tanah ketika terjadi banjir di daerah rumah saya yang beralamat di jalan kuningan barat rt 11 rw 01 pada tanggal 20/02/2021 sekiranya saya ingin mengurus kembali apa saja yang saya harus di butuhkan? terimakasih",Kantor Pertanahan Kota Administrasi Jakarta Selatan,  Pertanahan
terjadi banjir,"Halo,selamat pagi/siang atau malam,saya ingin melaporkan mengenai banjir yang melanda kota bekasi.tolong pemko bekasi untuk mengatasi banjir ini,karena hampir setiap tahun selalu terjadi banjir.tolong segera ditindaklanjuti kembali karena setiap hujan deras,kami warga bekasi langsung was-was.sekian terimakasih",Badan Penanggulangan Bencana Daerah Kota Bekasi,  Banjir
terjadi banjir,"Sudah setiap tahun terjadi banjir di perumahan papanmas, Desa Mangun Jaya, Kecamatan Tambun Selatan Kabupaten Bekasi 17510.
perkaranya hanya air kali yang meluap ke jalan. 

bertahun-tahun tak kunjung ada solusi dari pemerintah, selama jadi warga tambun yang saya ingat hanya 1x di keruk kalinya untuk sedimentasi, dan hanya pada tahun tersebut tidak terjadi banjir selain karena baru di keruk dan intensitas hujan juga tidak tinggi lalu tidak ada kirimin air banjir dari kalimalang. 

namun setelah ituh tahun tahun berikutnya selalu diwarnai dengan banjir.

apa tidak mampu kah pemerintah kabupaten bekasi menganggarkan perencanaan untuk menyelesaikan permasalahan banjir di wilayah kami? 

kenapa tidak di buat pintu air di kalimalang yang mampu di tutup ketika intensitas hujan tinggi dan air kalimalang penuh, sehingga memberikan waktu untuk air limpasan hujan di perumahan"" mengalir ke sungai cbl dulu semua baru di buka pintu penutupnya sehingga air bisa mengalir semua ke sungai cbl, dan tolong normalisasi aliran di kali tambun karena jika di amati semakin kearah graha prima dan seterusnya lebar badan kali semakin mengecil tolong bantu untuk hal tersebut. 

tidak tau apa hal ini yg saya laporkan di baca atau tidak, setidaknya da pergerakan lah, jangan cuma karena kecamatan paling jauh dari pusat kabupaten bekasi lalu di anaktirikan. 

terima kasih",Dinas Lingkungan Hidup Kabupaten Bekasi,  Pencemaran Lingkungan
terjadi banjir,"Saya ingin memberitahukan bahwa di kawasan tinggal saya poris indah blok e, jalan palem 11 bahkan sampai jalan palem raya hingga kawasan jalan pinus-indomaret depan sering sekali terjadi banjir. pembangunan got yang lebih tinggi daripada badan jalan di jalan palem raya membuat jalanan lebih sering tergenang banjir. air tidak mengalir dengan cepat. asal 10-15 menit hujan pasti kebanjiran. ada juga rumah-rumah yang belum ditinggikan. apakah pemerintah tidak mengkhawatirkan kita tersengat listrik ketika banjir. banyak juga pengaduan masyarakat mengenai hal ini selama bertahun-tahun namun tidak kunjung dibuat sistem drainase yang mumpuni membawa aliran air dengan cepat. atau buatkan juga lubang-lubang biopori agar air tidak semua masuk ke dalam got. begitupun terjadi di blok c. saya sudah lapor ke tangeranglive juga kasus diselesaikan namun pengerjaan drainase belum dilakukan. terimakasih semoga pengaduan kami didengar serta ditindaklanjuti",LAKSA Kota Tangerang,  Banjir
terjadi banjir,"Tolong pak, untuk perumahan duta kranji bintara terjadi banjir, ketinggian antara 30-100cm",Badan Penanggulangan Bencana Daerah Kota Bekasi,  Banjir
terjadi banjir,"Assalamualaikum bapak presiden yang terhormat, saya disini ingin menyampaikan pengaduan masyarakat khususnya yang sering dilanda kebanjiran. saya mengajukan permohonan kepada bapak presiden untuk segera membuat atau melakukan kerjasama dengan pt pengolahan sampah limbah manusia. karena sering terjadi banjir di beberapa wilayah indonesia yang di akibatkan dari limbah sampah masyarakat di sungai, mohon secepatnya untuk mendatangkan pt pengolahan limbah sampah agar tidak terjadi kebanjiran yang diakibatkan dari tertumpuknya sampah di sungai sungai. terimakasih",Kantor Staf Presiden,  Penanggulangan Bencana
terjadi banjir,"Selamat Siang,

Perkenalkan saya dengan Winda salah satu warga di Perumahan Kemala Mandevilla No.23 Blok A Bekasi Tanah Tinggi dengan ini saya melaporkan atas lepasnya tanggung jawab Developer terhadap para warga perumahan atas terjadi banjir yang ada. Mengingat sebelumnya kami di infokan bahwa perumahan ini Tidak Banjir, namun kenyataanya hujan kecil maupun besar terus banjir. Kami sebagai customer merasa di rugikan kami bisa lihat di perumahan yang tidak jauh dari lokasi ini tidak pernah terkena banjir karena bangungan perumahan yang cukup tinggi dibandung perumahan Kemala Mandevila. Dari pihak pengembang sudah tidak ada Feedback mengenai hal ini kami hubungi sudah tidak ada respon .
Nama Pengembang : PT.PROPERTINDO JAYA BERSAMA

Winda Lestari 0896-2794-3308

Terima kasih
Winda","Dinas Perumahan Rakyat, Kawasan Permukiman dan Pertanahan Kabupaten Bekasi","  Lainnya terkait Pembangunan Desa, Daerah Tertinggal, dan Transmigrasi"
terjadi banjir,"Yth. ombudsman ri perwakilan provinsi lampung

saya warga desa wana,kecamatan melinting, kabupaten lampung timur.  saya warga asli, lahir dan tumbuh kembang di desa wana. saya ingin menyampaikan pengaduan saya terkait dengan luapan air talud desa wana yang masuk ke sawah milik saya dan kawan kawan petani padi lainnya. kami sudah sabar lebih dari 4 tahun menghadapi persoalaan ini. tapi persoalan ini tidak juga selesai selesai.

setiap musim hujan dan air talud desa meluap seperti saat ini, sangat merugikan sekali bagi kami para petani. bagaimana tidak, air dari talud dengan derasnya masuk ke sawah membawa segala macam sampah dan merusak tanaman padi kami. seperti yang terjadi pada hari kamis, 11 februari 2021. tanggul yang dibuat oleh petani jebol dan hancur diterjang derasnya air. kami sudah capek menghadapi situasi seperti ini terus. tapi setiap kami laporan kepada kadus desa wana, sekdes wana dan kades wana, mereka selalu berkelit dan menyuruh kami membereskannya sendiri karena sawah yang rusak oleh air talud desa adalah sawah pribadi.

kami sebetulnya tidak banyak permintaan,hanya meminta kepada pihak desa, khususnya yth bapak kades wana muhsinin an,  s.e. untuk bertanggung jawab supaya meninggikan dan memperlebar talud desa yang melewati sawah kami supaya tidak terjadi banjir lagi. ini kan proyek pekerjaan desa, ya desa harusnya tanggung jawablah. jangan menutup mata seperti tidak terjadi apa-apa. coba kalau kejadian ini kena di lahan pak kades dan perangkat desa yang lainnya, pasti ngamuk. kan,pada saat awal pembangunan talud dan embung air desa wana tahun 2017 tujuannya untuk mensejahterakan masyarakat. tapi pada kenyataanya yang dulu tidak pernah banjir, sekarang banjir. dulu tidak pernah kekeringan, sekarang kekeringan. karena itu tadi, pembangunan proyek yang asal-asalan yang tidak memperhatikan aspek terhadap dampak lingkungan.

besar harapan kami kepada ombudsman perwakilan provinsi lampung untuk dapat membantu kami menyelesaikan persoalan ini.  segera turun ke lokasi dan melihat langsung apa yang kami para petani padi alami di desa wana. supaya persoalan ini bisa segera terselesaikan.

terimaksasih.",Ombudsman Republik Indonesia,  Pencemaran Lingkungan
terjadi banjir,"Mohon agar semua kali di bekasi terutama di perumahan mas naga bekasi barat di normalisasi dan saluran di pinggir jalan tol dibuat dan ditembuskan ke bkt, agar tidak terjadi banjir lagi.",Dinas Bina Marga dan Sumber Daya Air Kota Bekasi,  Topik Lainnya
terjadi banjir,"Dipertigaan timur pt tun hong jln raya pengging setiap hujan dengan intensitas sedang saja selalu terjadi banjir... posisi pertiggan jalan utk arah kebarat selatan jalan masuk ds bendan,, utara jalan desa ngaru aru...sementara jalan raya pengging timur jalan nya desa jembungan..
dari segi jalan... utk jalan raya pengging itu masuk jalan dinas pu
sementara utk jalan ke barat saya merupakan jalan desa.
mohon di tindak lanjuti... karna sebagai warga bantulan jembungan sangatlah merugikan... sudah berkali kali minta apatur desa u komplain dan mencari solusi,,mohon instansi terkait melakukan aksi 
terimakasih","Kecamatan Banyudono, Kabupaten Boyolali",  Lainnya terkait Pekerjaan Umum dan Penataan Ruang
terjadi banjir,"Setiap hujan selalu terjadi banjir di dusun kedondong desa blimbing dan desa jombok kecamatan kesamben kabupaten jombang. sudah langganan dari tahun 2015 , tapi sampai sekarang tidak ada tindakan dari pemerintah kabupaten jombang untuk mengatasinya. bahkan hujan sudah redapun, air tidak kunjung surut. desa kami seperti danau.",Dinas Pekerjaan Umum dan Penataan Ruang Kab. Jombang,  Banjir
terjadi banjir,"Mohon untuk melakukan pengerukan kembali sungai sibam dan pelebaran parit perumahan karena hari ini terjadi banjir lagi di perumahan dwi beringin indah thp 4 jln. Beringin, air hitam, payung sekaki",Dinas Pekerjaan Umum dan Penataan Ruang Kota Pekanbaru,  Infrastruktur Pendukung
