,report,unit
8,"FORUM WARGA RW 06 KELURAHAN RAWATERATE KECAMATAN CAKUNG KOTA JAKARTA TIMUR
Nomor : 02/ 03/2014 Jakarta, 7 Maret 2014   
Lampiran : -  
Perihal : Mohon Penutupan Lokasi Prostitusi dan Pembongkaran warung remang  

Yth. Bapak Gubernur Provinsi DKI Jakarta.  di Jakarta Dengan hormat. Semoga rahmat Tuhan yang Maha Esa senantiasa menyertai Bapak Gubernur dalam melaksanakan aktifitas sehari-hari. Amin. Selanjutnya menunjuk surat kami yang ditujukan kepada Camat Cakung, Lurah Rawaterate dan Kapolsek Cakung nomor : 01/08/2013 tertanggal 14 Agustus 2013 perihal permohonan pembongkaran warung remang-remang dan penutupan tempat pelacuran yang berada di jalan Rawa Kepiting di belakang PT Metro Pos dan PT Sritokai di area Kawasan Industri Pulo Gadung Kelurahan Rawaterate Kecamatan Cakung Jakarta Timur yang disampaikan melalui Layanan Aspirasi dan Pengaduan Online Rakyat (LAPOR) Unit Kerja Presiden Bidang Penanggulangan dan Pengendalian Pembangunan (UKP PPP) dengan ini kami menanyakan : 1. Mengapa laporan kami ditindaklanjuti hanya sebatas jawaban tertulis dari Pemerintah Kota Jakarta Timur dalam hal ini lurah Rawaterate yang menyatakan bahwa mereka telah melakukan upaya-upaya atau langkah-langkah semaksimal mungkin, Padahal kenyataannya praktek prostitusi ditempat tersebut sampai hari ini tetap berlangsung ? 2. Kegiatan Prostitusi dan warung remang-remang (bangunan liar) ditempat tersebut adalah kegiatan yang jelas – jelas melanggar hukum dan peraturan/ilegal. Mengapa dan ada apa sehngga Pemerintah Provinsi DKI Jakarta tidak mampu menutup tempat tersebut? 3. Sampai hari ini telah tujuh bulan berlalu terhitung sejak pertama kali kami (warga RW 06 Kelurahan Rawaterate) menyampaikan permohonan Penutupan Lokasi Prostitusi dan Pembongkaran Warung Remang –Remang tersebut. Tetapi belum ada realisasi dari pihak pemerintah untuk menutup tempat tersebut. Apakah pemerintah membiarkan perbuatan melanggar hukum yang meresahkan masyarakat RW 06 ini. Demikianlah surat ini kami sampaikan kepada yang terhormat Bapak Gubernur Provinsi DKI Jakarta, Sangat besar harapan kami kepada bapak agar dapat menuntaskan permasalahan ini. Semoga Tuhan Yang Maha Esa senantiasa memberikan kemudahan kepada bapak dalam memimpin Kota Jakarta dan mengaruniakan panjang umur dalam keadaan sehat wal’afiat. Amin Hormat Kami FORUM WARGA RW 06 LAMPIRAN-LAMPIRAN Lampiran 1: Surat Permohonan Warga RW 06 FORUM WARGA RW 06 KELURAHAN RAWATERATE KECAMATAN CAKUNG KOTA JAKARTA TIMUR Nomor : 01/08/2013 Lampiran : Barang Bukti berupa Photo Perihal : Mohon Pembongkaran warung remang- remang dan Penutupan Tempat Pelacuran. Kepada Yth. 1. Lurah Rawaterate 2. Camat Cakung 3. Kapolsek Cakung di Jakarta. Dengan hormat. Bersama surat ini, kami warga RW 06 Kelurahan Rawaterate Kecamatan Cakung Kota Jakarta Timur memohon kepada Ibu Lurah Rawaterate, Bapak Camat Cakung dan Kapolsek Cakung untuk menutup tempat pelacuran dan membongkar bangunan rumah/warung remang-remang yang berada di jalan Rawa Kepiting di belakang PT Metro Pos dan PT Sritokai di area Kawasan Industri Pulo Gadung Kelurahan Rawaterate Kecamatan Cakung Jakarta Timur. Adapun alasan Permohonan Penutupan Tempat Pelacuran dan Pembongkaran warung remang-remang tersebut dengan alasan sebagai berikut : 1. Adanya aspirasi masyarakat sejak puluhan tahun silam yang menghendaki tempat tersebut ditutup karena menjadi tempat penjualan minuman keras, perjudian, pelacuran dan premanisme yang telah mengganggu kamtibnas serta merusak nilai-nilai agama dan sosial kemasyarakatan. 2. Tempat Pelacuran tersebut adalah lokasi prostitusi ilegal. Pengelolaan tempat tersebut adalah perbuatan melawan hukum karena melannggar Perda Prov. DKI Jakarta Nomor 8 Tahun 2007 Tentang Ketertiban Umum dengan ancaman hukuman pidana. 3. Masyarakat dilingkungan tersebut adalah masyarakat yang agamis. Adanya tempat prostitusi itu sangat tidak menghormati dan menghargai budaya dan lingkungan setempat. Apabila tempat tersebut tidak segera ditutup oleh pihak berwenang maka akan berpotensi masyarakat akan bertindak sendiri. 4. Dalam pandangan Al-Qur’an bahwa perbuatan dosa dan maksiyat akan mendatangkan azab Allah SWT. Hal ini terbukti bahwa di RT 12 RW 06 Kel. Rawaterate pernah terjadi kebakaran besar yang menghanguskan ratusan rumah. Kebakaran tersebut bisa saja merupakan azab Allah karena banyak PSK yang tinggal di RT 12 tersebut. 5. Tempat prostitusi tersebut telah berjalan cukup lama (puluhan tahun). Warga bersama aparat terkait ditingkat kelurahan dan kecamatan telah berkali-kali melakukan razia tempat tersebut, tetapi kegiatan prostitusi tetap berlangsung sampai saat ini. Dari pengamatan dilapangan diduga kuat tempat tersebut dilindungi oleh sebuah organisasi kemasyarakatan dan oknum aparat. Demikianlah surat permohonan ini disampaikan melalui Unit Kerja Presiden Bidang Penanggulangan dan Pengendalian Pembangunan (UKP PPP). Dengan harapan masalah ini dapat diselesaikan oleh instansi terkait. Atas perhatiannya kami mengucapkan terima kasih. Jakarta, 14 Agustus 2013 Hormat kami Forum Warga RW 06 Kel. Rawaterate Lampiran 2 : Photo Bangunan lokasi tempat pelacuran Tampak di bawah ini photo sebagian bangunan rumah dan warung remang –remang di Belakang PT Metro Pos (Penerbit Harian Pos Kota) dan di belakang PT Sritokai di dalam area Kawasan Industri Pulo Gadung Kelurahan Rawaterate Kecamatan Cakung Kota Jakarta Timur yang dijadikan tempak praktek prostitusi. Photo tersebut tampak sepi karena diambil pada siang hari tanggal 11 Agustus 2013 dua hari setelah hari raya Idul Fitri . Pada saat malam lokasi tersebut sangat ramai seperti pasar malam. Tampak di bawah ini photo jalan Rawa Kepiting di Belakang PT Metro Pos (Penerbit Harian Pos Kota) dan di belakang PT Sritokai di dalam area Kawasan Industri Pulo Gadung Kelurahan Rawaterate Kecamatan Cakung Kota Jakarta Timur yang dijadikan tempak praktek transaksi prostitusi dan tempat penjualan minuman keras. Photo jalan tersebut tampak sepi karena diambil pada siang hari tanggal 11 Agustus 2013 dua hari setelah hari raya Idul Fitri. Pada saat malam hari jalan tersebut sangat ramai seperti pasar malam. Sebelah kanan photo dibatasi oleh bangunan pabrik adalah perumahan penduduk wilayah RW 06 Kel. Rawaterate Lampiran 3 : Ayat Al-Qur’an Ayat Al-Qur’an yang menjelaskan bahwa orang yang berbuat maksiyat dan durhaka kepada Allah swt akan ditimpa azab. ???????? ?????????? ??? ???????? ???????? ????????? ???????????? ??????????? ?????? •????? ????????? ?????????? ????????•????? ?????????? ???? ?????? ??????????? ???? ??????????? ???? ?????? ????? ? ???????? ????????? ????????? ?????????? ???????? ???????? ???? 16. dan jika Kami hendak membinasakan suatu negeri, Maka Kami perintahkan kepada orang-orang yang hidup mewah di negeri itu (supaya mentaati Allah) tetapi mereka melakukan kedurhakaan dalam negeri itu, Maka sudah sepantasnya Berlaku terhadapnya Perkataan (ketentuan kami), kemudian Kami hancurkan negeri itu sehancur-hancurnya. 17. dan berapa banyaknya kaum sesudah Nuh telah Kami binasakan. dan cukuplah Tuhanmu Maha mengetahui lagi Maha melihat dosa hamba-hamba-Nya. Lampiran 4 : Perda DKI Jakarta tentang TIBUM PERATURAN DAERAH PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA NOMOR 8 TAHUN 2007 TENTANG KETERTIBAN UMUM Pasal 42 (1) Setiap orang dilarang bertingkah laku dan/atau berbuat asusila di jalan, jalur hijau, taman atau dan tempat-tempat umum lainnya. (2) Setiap orang dilarang: a. menjadi penjaja seks komersial; b. menyuruh, memfasilitasi, membujuk, memaksa orang lain untuk menjadi penjaja seks komersial; c. memakai jasa penjaja seks komersial. Pasal 43 Setiap orang atau badan dilarang menyediakan dan/atau menggunakan bangunan atau rumah sebagai tempat untuk berbuat asusila. Pasal 44 Setiap orang atau badan dilarang menyelenggarakan dan/atau melakukan segala bentuk kegiatan perjudian. Pasal 45 Setiap orang atau badan dilarang menyediakan tempat dan menyelenggarakan segala bentuk undian dengan memberikan hadiah dalam bentuk apapun kecuali mendapat izin dari Gubernur atau pejabat yang ditunjuk sesuai dengan ketentuan peraturan perundang-undangan. Pasal 46 Setiap orang atau badan dilarang mengedarkan, menyimpan dan menjual minuman beralkohol tanpa izin dari pejabat yang berwenang sesuai dengan ketentuan peraturan perundang-undangan. Setiap orang atau badan yang melanggar ketentuan Pasal 42 ayat (2) huruf a, huruf c, dikenakan ancaman pidana kurungan paling singkat 20 (dua puluh) hari dan paling, lama 90 (sembilan puluh) hari atau denda paling sedikit Rp. 500.000,- (Lima Ratus Ribu Rupiah) dan paling banyak Rp. 30.000.000,- (Tiga Puluh Juta Rupiah). (3) Setiap orang atau badan yang melanggar ketentuan Pasal 43 dikenakan ancaman pidana kurungan paling singkat 30 (tiga puluh) hari dan paling lama 180 (Seratus delapan puluh) hari atau denda paling sedikit Rp. 5.000.000,- (Lima Juta Rupiah) dan paling banyak Rp. 50.000.000,- (Lima Puluh Juta Rupiah). (4) Tindak pidana sebagaimana dimaksud pada ayat (1), ayat (2) dan ayat (3) adalah tindak pidana pelanggaran. Lampiran 5 : Jawaban Pemerintah Provinsi DKI Jakarta atas permohonan warga RW 06 Pemerintah Provinsi DKI Jakarta Didisposisikan ke Kantor Walikota Jakarta Timur (Pemerintah Provinsi DKI Jakarta) Salinan ke Salinan ke Satuan Polisi Pamong Praja 03 September 2013 07:37:35 (0.00) Kantor Walikota Jakarta Timur (Pemerintah Provinsi DKI Jakarta) Yth. Sdr. Anonim Terima kasih informasinya. Laporan Saudara sudah dikoordinasikan dengan unit terkait, hasil tindak lanjut pengaduan Saudara akan disampaikan melalui system. 03 September 2013 11:33:17 (0.00) Kantor Walikota Jakarta Timur (Pemerintah Provinsi DKI Jakarta) Yth. Sdr. Anonim. Terkait dengan laporan Saudara, dengan ini disampaikan: 1. Saya ucapkan terima kasih banya atas perhatian Saudara atas permasalahan tersebut. 2. Menanggapi permasalahan yang Saudara sampaikan kepada kami/Kelurahan Rawaterate Kecamatan Cakung Jakarta Timur, bahwa keberadaan tempat tersebut selama ini memang telah meresahkan masyarakat Rawaterate khususnya RW.06. Dalam hal ini pihak Kelurahan Rawaterate selama keberadaan tempat tersebut telah melakukan upaya-upaya atau langkah-langkah semaksimal mungkin sesuai kewenangan yang ada ditingkat Kelurahan Rawaterate diantaranya : a. Memberikan/mengingatkan kepada koordinator atau pengelola tempat tersebut adalah melanggar aturan/hukum/ilegal. b. Melakukan pendekatan secara persuasif kelapangan dan langsung bertemu dengan koordinator/pengelola tempat tersebut. c. Berkoordinasi dengan pihak keamanan yang berada dilingkungan Kelurahan Rawaterate yaitu dengan Bimaspol dan Babinsa Kelurahan. d. Berkoordinasi dengan tokoh masyarakat/agama dan warga untuk melakukan razia penutupan tempat tersebut. Demikian hal-hal yang dapat kami sampaikan. KELURAHAN RAWATERATE",Kantor Walikota Jakarta Timur
9,"Kepada Yth.Pemprov DKI Jakarta,
Ingin melaporkan mengenai adanya pengelasan di tengah pemukiman penduduk di jalan M.Saidi 1 rt 05 rw 01 Pesanggrahan,selain membahayakan karena di kawasan penduduk yang dekat kabel listrik bila terjadi kebakaran gas las, juga orang tersebut mengganggu jalan mobil yang lewat karena separuh jalan dipakai untuk kerja las.Yang jelas bila terjadi kebakaran karena ledakan gas las tersebut suatu saat fatal akibatnya karena dekat dengan tiang listrik.Mohon disimak dan dipikirkan,seakan petugas yang datang 2x cuma dianggap angin lalu saja karena adanya pengaduan bukan untuk mencegah bahaya bila pas datang kecelakaan akibat adanya las tersebut.Mohon segera tindak lanjutnya,terima kasih.",Kantor Walikota Jakarta Selatan
0,"Kepada Yth.Pemprov DKI Jakarta
Saya ingin melaporkan gunungan karung berisi sampah pasca kebakaran yang sudahlama belum diangkut dipinggir kali beton Jalan Mangga besar 2, serta banyak pemulung,yang membuat lingkungan sekitar menjadi kumuh. Terimakasih.",Dinas Kebersihan
1,"lapor.ukp.go.idBDG saya ketua RW.01 kel. bbk.Asih lapor dampak dr kebakaran rumah di tetangga kami, sungai citepus yg melintas dipenuhi sampah kayu,selimut dll. mohon dinas terkait menindaklanjuti ",PD Kebersihan Kota Bandung
2,"LAPOR BANDUNG, INI FAKTA, SEORANG PEJABAT DI SKPD DINAS PENCEGAHAN DAN PENANGGULANGAN KEBAKARAN KOTA BANDUNG HJ MARYATI SH MH NIP, 195906181989032001, SEG TERJADI DI NEGERI INI...","Badan Kepegawaian, Pendidikan dan Pelatihan Kota Bandung"
3,"LAPOR : BANDUNG dengan ini disampaikan seorang pejabat di dinas pencegahan dan penanggulangan kebakaran kota bandung yang INDISIPLINER tidak pernah masukkerja selama 1 tahun lebih, jelas telah melangga sebagaimana diatur pp 53,  ybs adalah HJ MARYATI SH MH  NIP, 195906181989032001 pangkat/gol ruang pembina IV/a demikian agar dapat ditindaklanjuti dan diproses sebagaimana mestinya. terima kasih","Badan Kepegawaian, Pendidikan dan Pelatihan Kota Bandung"
4,"Kepada Yth. Pemerintah Provinsi DKI Jakarta

Saya ingin menginformasikan mengenai karung-karung yang berisi puing bekas kebakaran dan sampah bekas kebakaran bulan November 2013 yang lalu di Jl. Mangga Besar 2 atau dikenal dengan Kali Beton hingga saat ini masih belum juga diangkat. Sampah beserta karung-karung tersebut hanya diletakkan di pinggir kali. Selain itu mulai ada lagi bangunan liar dibangun di pinggir Kali, padahal pada bulan November 2013 yang lalu dilakukan pembongkaran. Bahkan kini di pinggir Kali tersebut dijadikan tempat untuk pemulung mengumpulkan karung-karung berisi barang-barang bekas untuk dijual. Dan sampah bekas pemulung yang tidak terpakai juga dibuang ke dalam kali tersebut. Sebagian besi pagar pembatas di pinggir kali juga dicopot oleh Oknum yang tidak bertanggung jawab. Selain membuat jalan menjadi sempit dan susah dilalui oleh kendaraan, jalan juga membuat lingkungan disekitar jadi kelihatan kumuh Mohon ditindaklanjuti.",Dinas Kebersihan
5,"Kepada Yth Pemerintah Provinsi DKI Jakarta

Saya mau melaporkan mengenai Pembatas Besi dipinggir Kali Beton yang telah dicopot sebagian oleh Oknum yang tidak bertanggung jawab. Begitu juga masih ada bangunan di pinggir Kali di Jl.Mangga Besar 2 atau dikenal dengan Kali Beton. Padahal sekitar Bulan Oktober 2013 yang lalu telah dilakukan pembongkaran bangunan di pinggir Kali tersebut. Namun sekarang mulai ada lagi bangunan di pinggir Kali. Selain bangunan di pinggir Kali, juga ada Bangunan Lapak Pemulung dipinggir Kali tersebut. Sisa-sisa kotoran dari Pemulung dibuang ke Kali. Masih ada juga karung-karung berisi Sampah dan puing-puing bekas kebakaran bulan November 2013 yang lalu, hingga saat ini masih belum juga diangkat. Saya mohon agar daerah pinggir Kali di Jl.Mangga Besar 2 tersebut ditanami Pohon agar tidak ada lagi Bangunan yang berdiri di pinggir Kali Beton tersebut.",Kantor Walikota Jakarta Barat
6,"Yth. Pemprov. DKI Jakarta diharapkan perhatian dan tindaklanjutnya atas kondisi kebersihan di Kelurahan Sukabumi Selatan, Jakarta Barat tepatnya di perumahan sepanjang Jl. H. Soleh I Kelurahan Sukabumi Selatan Kecamatan Kebon Jeruk sudah menumpuk tidak diangkut oleh tukang sampah khususnya dirumah No.10 Menurut para pengangkut sampah perorangan (Tukang Sampah bukan dari RT/RW atau instansi namun Swadaya Pribadi dari masing-masing pemilik rumah) mengalami kesulitan menemukan tempat pembuangan sampah sehingga banyak sekali sampah2 menumpuk dan membusuk.  Kami ingin melakukan pembakaran sampah namun letak sampah2 tersebut adalah dijalan raya dan padat penduduk khawatir terjadi kebakaran namun apabila ini di diamkan saja akan banyak penyakit yang timbul, dilingkungan tersebut banyak anak kecil dan padat penduduk.  Mohon agar segera ditindak lanjuti, kami informasikan kami berkali-kali menghubungi dinas kebersihan sampah jakarta barat sulit sekali dan hanya dijanji-janjikan saja dan kami pernah melepon ke dinas kebersihan sampah pusat itu hanya disurvey tidak dilakukan tindakan apapun, mohon agar disediakan truk pengangkut sampah.  Terima Kasih.",Dinas Kebersihan
7,"Yth. Pemerintah DKi Jakarta saya mau memberi masukan mengenai Kali penghubung di Jl.Mangga Besar 2 atau dikenal dengan Kali Beton. Dimana dipinggir Kali yang tadinya dibatasi oleh besi, besinya sekarang hilang dicopot sebagian,dan sebagian pinggir kali selain mulai ada bangunan liar lagi juga masih ada karung-karung berisi sisa sampah bekas Kebakaran dan Sampah Kayu-Kayu bekas kebakaran yang hanya diletakkan di Pinggir Kali. Membuat jalan kelihatan Kumuh, Semrawut dan susah dilalui oleh Kendaraan. Mohon agar kiranya di Pinggir kali tersebut di tanami Pohon, agar di Pinggir kali tersebut tidak bisa lagi di pakai untuk bangunan liar dan menjadi tempat pangkalan Bajaj Merah. Mohon segera di tindak lanjuti. terima kasih",Kantor Walikota Jakarta Barat
8,"Yth. PT. Pertamina

Saya ingin melaporkan mengenai kinerja pegawai operator SPBU Wero (Nomor SPBU 4454304), Gombong, Jawa Tengah.

Saat pegawai tersebut selesai memasukan bahan bakar ke tank bensin kendaraan saya, ia secara terburu-buru dan sembarangan menarik tuasnya sehingga ada tetesan premium yang menetes ke aki dan hampir terjadi kebakaran.  Mohon ditindak tegas. Terima kasih.  ",PT Pertamina
9," Kami warga komplek Kembar Mas  RW 9 kelurahan ANCOL kecamatan REGOL kota BANDUNG merasa sangat terisolir dan sangat menderita dengan ditutupnya total akses jalan utama kami menuju jalan Soekarno Hatta sejak kira-kira bulan Mei 2013 oleh RW 9 kelurahan PASIRLUYU kecamatan REGOL . 
Untuk akses ke jalan Soekarno Hatta kami harus berkeliling jauh. Adapun kompleks Kembar Mas itu terdiri dari 2 RW yang berbeda dan kelurahan yang berbeda pula. Sebelum jalan diperbaiki oleh RW tersebut kami bebas melalui jalan tersebut. 
Tetapi setelah jalan diperbaiki kami tidak diperbolehkan sama sekali melewati jalan tersebut. Yang paling parah jalan tersebut diberi portal yang permanen(dilas ) dan tidak dapat dibuka tutup. Pada awalnya kami diberi akses melewati jalan lain dalam kompleks dengan batasan waktu dari jam 6:00 pagi sampai jam 21:00 malam. 
Namun sekarang jalan tersebutpun sengaja diberi tumpukan batu dengan alasan untuk perbaikan jalan yang tidak pernah ada realisasinya sampai sekarang. Bahkan tumpukan batu tersebut sekarang sudah ditumbuhi oleh tanaman liar. Alasan dari penutupan jalan tersebut adalah untuk keamanan warganya sendiri dan alasan perbaikan jalan. 
Dengan kata lain kompleks kami sekarang ini seperti terbagi 2 seolah-olah seperti Korea Utara dan Korea Selatan itu.
Alasan kami untuk meminta dibukanya kembali portal tersebut adalah:
1. Alasan keamanan terutama bila kebakaran terjadi maka akses ke TKP sangatlah sulit karena harus berkeliling jauh.
2. Alasan kalau pesan Taxi ataupun ambulance juga pasti akan kesulitan dengan penutupan portal tersebut.
3. Alasan tamu atau orang luar yang ingin berkunjung menjadi kesulitan karena harus berputar-putar.

Pertanyaannya: Apakah penutupan jalan yang menyusahkan orang lain itu disahkan atau diperbolehkan?

Kami mohon bantuannya. 

Riani
Warga Kembar Mas RW 9 kelurahan Ancol Kecamatan Regol
",Kecamatan Regol Kota Bandung
0,"Yth. Kepolisian Republik Indonesia

Apakah terdapat aturan atau peraturan perundang-undangan tentang pemakaian sirene bagi kendaraan di Indonesia? Selain kendaraan presiden, wakil presiden, pemadam kebakaran, dan ambulance, apakah kendaraan pejabat juga harus menggunakan sirene di jalan raya?

Mohon diberikan penjelasan mengenai peraturan perundang-undangan terkait yang menjadi dasar penggunaan sirene bagi kendaraan di jalan raya.
Karena hal tersebut mengganggu lalu lintas dan ketertiban umum.

Terima kasih.",Korlantas Polri
1,"Yth. Pemprov DKI Jakarta. Saya ingin meaporkan, sisa-sisa puing yang hanya ditumpuk  di atas trotoar dan di pinggir jalan yang terletak di lampu merah Jl. Ketapang(pemadam kebakaran), daerah Gajah Mada, Jakarta Pusat dan Jl. Jembatan Lima. Begitu juga dengan karung-karung berisi lumpur bekas galian yang berserakan di atas trotoar disepanjang jalan membuat daerah tersebut kelihatan bertambah kumuh. Padahal jalan tersebut dekat dengan kantor lurah Tanah Sereal. Dan pembuatan trotoar tidak rapi alias berantakan. Mohon petugas segera membersihkan sisa-sisa puing pembuatan trotoar tersebut. Terima kasih.


",Dinas Pekerjaan Umum Provinsi DKI Jakarta
2,"Apakah diizinkan usaha mlas di pemukiman padat penduduk ? Karena rawan kebakaran apalagi dekat tiang listrik. Pernah kejadian beberapa tahun lalu alat las itu meledak. Pemilik tidak menanggapi teguran warga setempat juga kelurahan. Lokasi las di M.Saidi 1 RT 05/01 Pesanggrahan.

Selain rawan kebakaran juga mengganggu jalan orang lewat, serta juga berisik. Pemilik ditegur malah marah-marah tidak peduli.",Kantor Walikota Jakarta Selatan
3,"Kepada Yth. Pemprov DKI Jakarta. Saya mau memberikan masukkan mengenai Banyak Pohon Pohon yang sudah tua dan rapuh, ada yang Akar Pohonnya Miring dan hampir Copot, didaerah Ketapang Gajah Mada,Jakarta Pusat dan di daerah Jembatan Lima Raya(dari Lampu Merah Pemadam Kebakaran Ketapang belok ke kanan, persis terletak di jalan raya dan posisi Pohon Pohon tersebut ada di kiri kanan jalan, padahal ada Kantor Kelurahan Tanah Sereal di daerah Jembatan Lima Raya tersebut. Mohon dari Dinas terkait untuk menindaklanjuti masalah Pohon Pohon yang sudah tua dan Rapuh ini sebelum terjadi hal hal yang tidak diinginkan.Terima kasih.",Dinas Pertamanan dan Pemakaman
4,"Yth. Kementerian BUMN cc PT PLN, 

Saya ingin melaporkan di wilayah Tanah Sereal Kecamatan Tambora telah terjadi kebakaran dan habis 16 unit rumah. Lokasi terjadi di rumah ketua RT 004/09 Tanah Sereal. 

Banyak yang mencuri listrik di daerah Tanah Sereal sehingga menjadi penyebab kebakaran. Tolong ditertibkan listrik mereka. Mereka menggunakan listrik besar tapi bayar murah.

Mohon perhatiannya.
Terima kasih.",Kementerian Badan Usaha Milik Negara
5,"Yth. Bpk/Ibu UKP4

Saya ingin usul bahwa perlu ada pengelompokan items yang ditampilkan di beranda Satu Layanan sesuai jenis/kategorinya, contoh:

1 Pendidikan:

1. A. Akademi:
1.A.1. Akademi pemerintah: Akpol, Akmil, dst.
1.A.2. Akademi swasta: Akademi patiwisata, dst.
1.A.3. Akademi diluar negeri.
dst
1. B. Perguruan Tinggi (PT)
1. B.1. PT Negeri.
1. B.2. PT swasta.
1. B.3. PT diluar negeri.
dst
1.C. Beasiswa.
dst.


2.. Pengaduan oknum:

2. A. Birokrat:
2.A.1. kejaksaan
2.A.2 kelurahan
2.A.3. Pengadilan (P): P Negeri, P.Tinggi, P.Niaga, P.Militer.
2.A.4. Polsus (Polhut, Polsus) dan kedinasan lain-nya, misal: DLLAJR, Pajak, Bea Cukai, oknum BUMN, dll
dst.
2. B. TNI.
2. C. Polri


3. Administrasi:

3. A. Administrasi Kependudukan:
3.A.1. KTP.
3.A.2. KK
3.A.3. Akte kelahiran.
3.A.4. Paspor
3.A.5. Keterangan kematian/pemakaman
dst.
3. B Asuransi kependudukan:
3.A.1. Asuransi kesehatan.
3.A.2. Asuransi Pendidikan.
3.A.3. Asuransi sosial.
3.A.4. Asuransi perumahan
3.A.5. Asuransi kecelakaan (kecelakaan lalulintas, kecelakaan kerja)
3.A.6. Asuransi kebakaran.
3.A.7. Asuransi bencana
dst
3. C. Perijinan:
3.C.1. IMB.
3.C.2.izin usaha.
3.C.3.izin keramaian.
dst


Demikian yang dapat saya jelaskan sebagaimana yang dimaksud sebelum-nya.
Besar harapan saya kepada UKP4 sebagai andalan publik dalam hal penyelenggaraan negara yang transparan, akuntabel dan kredibel, sehingga terbentuk pemerintahan yang profesional, bersih dan berwibawa.

Terimakasih
- IR. Marshall Fery H -
",Kantor Walikota Jakarta Utara
6,"Yth. Pemprov DKI Jakarta. Saya ingin melaporkan bahwa warga beramai-ramai menimbun sungai untuk membuat rumah liar. Sekarang daerah saya sering banjir dan sudah beberapa kali kebakaran. Sungai tersebut antara Kel. Sungai Bambu dan Kel. Kebon Bawang, tepatnya di Jl. Enim Rt: 006/010, Kel. Sungai Bambu, Kec. Tanjung Priok, Jakarta Utara. Mohon tindak lanjuti. Terima kasih.",Dinas Kependudukan dan Pencatatan Sipil
7,"Kepada Yth. Pemerintah Provinsi DKI Jakarta, Saya ingin menanyakan suatu isu yang saya temukan di lapangan saat saya bekerja dengan sebuah organisasi non-profit di Jakarta. Pada akhirnya saya menuliskan isu yang saya temukan di website LAPOR ini karena saya tidak tahu lagi harus kemana saya bertanya. Saya sudah ke Dinas dan Suku Dinas Dukcapil DKI Jakarta (cakupan lokasi bekerja saya sementara ini masih di Jakarta Selatan dan Pusat), dan belum pernah mendapat jawaban yang pasti mengenai isu pendaftaran dan kependudukan sipil ini.

Begini, kebetulan saya banyak bekerja dengan anak dan keluarga jalanan, dan di suatu daerah di Tanah Abang, saya bertemu dengan suatu keluarga dengan kondisi:

Ayahnya berusia 50-an, anaknya 20-an, dan saat ini si anak ingin memasukan ayahnya tersebut ke dalam Kartu Keluarga (KK)-nya si anaknya tersebut (si anak sudah menikah); kemudian saat mengurus hingga ke Kelurahan, ternyata ditolak karena KTP si ayah ini masih menggunakan NIK yang lama, belum yang nasional (belum yang bernomor 31xxxxxxxxx). Pihak kelurahan berkata bahwa kemungkinan ini adalah hasil KTP ""nembak"". Akan tetapi, saat si ayah membuat KTP ini, si ayah langsung mendapatkannya dari ketua RT daerah tempat ia tinggal. Pihak kelurahan menyarankan untuk si ayah membuat kembali surat pindah dari Surabaya, akan tetapi si ayah dulu di Surabaya hanya ""numpang"" lahir saja. Dari kecil hingga tua ia sudah di Jakarta. Sedangkan surat-suratnya yang dulu terbakar karena daerah ia tinggal sempat mengalami kebakaran. 

Jadi, pertanyaan saya, bagaimana si ayah bisa mendapat KTP dengan NIK nasional dan cara mengurusnya?

Pertanyaan kedua saya, seperti yang sudah saya sebutkan diatas bahwa saya banyak bekerja dengan anak jalanan; bagaimana dengan kondisi seorang anak yang sudah dewasa tetapi tidak memiliki surat-surat apapun? mulai dari manakah seharusnya ia? Bilang lah ia sudah berusia 18 tahun dan tidak memiliki akte, KK, KTP, maupun informasi mengenai keberadaan orang tuanya? 

Mohon penjelasan dari dinas terkait, terimakasih.",Dinas Kebersihan
