report,label
"mohon para aparat negera untuk menangkap anak anak yang terlibat geng mtr di semua daerah jabodetabek khususnya bogor depok yang udh rawan pembegagalan , di fb sudah banyak yang memberikan himbawaan dan bukti benar adanya anak anak geng mtr yang semuanya membawa senjata tajam , saya sebagai anak milenial sangat khawatir terhada orang orang yang bekerja buru mereka pulang larut malam masyarakat benar benar di buat resah oleh para anak anak silan itu",Crime
"lapor hendi didepan rumah dinas pengadilan di pamularsih hari senin pohon tumbang , sampai skg belum ada pembersihan dari pemerintah kota , sehingga saya tidak ada akses keluar masuk kendaraan , mohon perhatian",Natural Disaster
"sebulan yang lalu saya bekerja sebagai front office disalah satu penginapan yang bernama darma palace yang berlokasi di kota padang . namun selain menjadi front office , saya juga ditugaskan sebagai cleaning service yang wajib sapu pel dan membersihkan perusahaan setiap hari . setelah bekerja sebulan , dua hari lalu saya memutuskan untuk berhenti karena mendapat perlakuan kasar dari sesama rekan kerja , namun perusahaan menolak membayarkan gaji saya dengan dalih saya sudah berjanji tidak akan menuntut upah apalagi bekerja dibawah 3 bulan . padahal saat itu saya sudah bekerja sebulan penuh dan seharusnya saya berhak atas gaji untuk dibayarkan . selain itu perusahaan juga meminta saya membayarkan sebesar satu bulan gaji kepada perusahaan karena berhenti sebelum 3 bulan bekerja . apakah aturan seperti ini dapat dimengerti ? saya diminta membayar satu bulan gaji kepada perusahaan sementara saya yang sudah bekerja satu bulan penuh tidak dibayar sama sekali . selain itu perusahaan juga gagal melindungi saya sebagai karyawan karena membiarkan kekerasan secara verbal terjadi dilingkungan tempat kerja . mohon sarannya bapak , ibu . terima kasih",Crime
"yang terhormat . pemerintah provinsi dki jakarta , saya merasa sangat resah dengan kehadiran komunitas punk , yaitu gerombolan anak-anak , remaja , dan dewasa yang mengenakan pakaian ala rocker hitam-hitam dengan aksesoris yang tidak wajar seperti tindik hidung , alis , dan anting berbentuk cincin yang melubangi daun telinga , serta kulit penuh tato dan gaya rambut yang tidak lazim . mereka selalu naik ke dalam angkutan kota , menyanyi seadanya dan bila tidak diberikan uang akan marah . kami merasa terganggu dan merasa keselamatan saya terancam . saya selalu khawatir mereka memiliki senjata tajam yang dapat digunakan untuk membahayakan kami demi mendapat uang . padahal yang saya lihat , bila mereka sedang bergerombol , mereka selalu merokok dan punya uang untuk membeli rokok . berikut adalah titik-titik dimana mereka sering naik dan mulai memalak ( begitu saya menyebutnya ) : 1. di depan pabrik panarub dan pasar baru ( jalan . mohammad toha ) 2. di pertigaan lampu merah smpn 5 kota tangerang ( jalan . daan mogot ) 3. di depan great western hotel ( jalan . jendral sudirman ) setelah kebon nanas 4. di depan perumahan taman cibodas ( jalan . gatot subroto ) mohon ditindaklanjuti secepatnya . terima kasih .",Crime
"sejak kami tinggal di rt . 007 lingkungan tinggar , kelurahan ampenan utara , kecamatan ampenan , kota mataram sampai dengan laporan ini saya buat , rumah kami selalu dilempar oleh yang main di lapangan golf dekat rumah . seperti tembok , genteng , atap rumah , kaca jendela , pintu rumah dan banyak lagi yang kena lemparan bola golf . dengan ini kami harapkan pihak perizinan terkait untuk dapat meninjau ulang atas izin penyelenggaran pelemparan golf ini . demikian . terima kasih .",Crime
"terjadi kekerasan binatang di ancol timur 6 nomor 5 , regol , bandung . hampir setiap hari saya mendengar ia memukuli hewan . kadang bahkan subuh-subuh sampai mengganggu masyarakat istirahat .",Crime
mohon kepada bapak / ibu dari instansi yang berwenang agar segera melakukan usaha penangangan yang tepat dan solusi yang permanen untuk mengatasi masalah kabut sesegera mungkin akibat kebakaran hutan dan lahan di riau . udara yang tercemar sesegera mungkin telah menimbulkan banyak gangguan kesehatan pada orang dewasa maupun anak-anak . terima kasih banyak atas perhatiannya .,Fire
"lapor hendy saya naik bus taruna dari solo-semarang dan mengalami musibah , dompet serta hp dan seluruh surat-surat penting hilang . kejadian pada hari sabtu tanggal 3 desember 2016 pukul 07.20 di pintu masuk terminal terboyo semarang . diperkirakan copet masuk bis di sekitar banyumanik . tolong keamanan wilayah semarang diperhatikan pak , sudah banyak korban di terminal terboyo terbukti semarang tidak aman khususnya bagi pengguna kendaraan umum . terima kasih",Crime
"pinjaman on lain yang mencekik karena memberikan tenor jangka pendek dan denda yang terlalu tinggi , saya mohon untuk kepada ojk tolonglah kami yang selalu di resahkan oleh pihak dari aplikasi ksp swamitra indonesia , saya tidak perna berhubungan dengan dia , dan tiba2 saja langsung memberikan pinjaman tanpa persetujuan saya , di hubungi kontak yang memberi pinjaman tiba2 tidak aktiv pas sudah mau masuk jatuh tempo baru menelpon ulang untuk menagi . saya mohon untuk menindak lanjuti sikap dan kelakuan yang tidak wajar kepada saya pak/bu , saya hanyalah orang yang terdaftar tidak mampu , saya memohon kebijaksanaannya kepada ojk , dia beri pinjaman 1 jt dia transper 700rb dan harus di kembalikan di atas 1 jt hanya dalam jangka waktu 7 hari , sedangkan saya hanyalah penganguran tulen , saya memohon bantuan nya pak , karena sudah meminta kebijaksanaannya yang dia berikan hanyalah kekerasan .",Crime
"pak rumah saya dekat dengan home industri pembuatan tahu dan tempe tapi mereka produksi semena mena tidak memikirkan lingkungan sekitar terutama limbah asap.a mengganggu belum lagi api yang menyala besar takut mengakibatkan kebakaran . mohon untuk dilakukan penegoran . trimakasaih lokasi kp . gelam kutajaya rt09/02 pasarkemis , tangerang",Crime
"kepada yang terhormat . pemerintah provinsi dki jakarta , saya ingin melaporkan bahwa di jalan sudirman belok ke setiabudi belakang chase plaza menuju arag sman 3 setiabudi ada lubang besar dan sudah lama tapi belum diperbaiki dan di biarkan . tetapi kenapa asli tetapi palsu di jalan imam bonjol yang masih halus bahkan di hotmix ulang ? mohon dinas terkait untuk menindak lanjutinya untuk mencegah korban kecelakaan kendaraan bermotor , terima kasih ,",Traffic Accident
"saya ingin melaporkan untuk juru parkir di jalan imam bonjol , juru parkir yang bertugas di depan ( anshun travel , pagi sore , apple print , veneta ) hari rabu , 7 maret 2018 jam 5.30 wib , telah bersifat seperti preman , tidak sopan dan hampir membuat kekerasan ( mencekik ) terhadap saya . walaupun saya telah membayar 200 dengan karcis no 1014357 yang telah saya dapat , saya merasa tidak nyaman . saya berharap pemerintahan dapat menindak lanjuti permasalahan yang dialami oleh saya , untuk kebaikan masyarakat warga batam agar tidak ada lagi juru parkir yang bersifat tidak sopan .",Crime
"pada tanggal 18 juni 2016 kemarin istri saya yang bernama nova lukitawati menjadi korban pencopetan didaerah pakah , tuban , jawa timur . dan kemarin tanggal 19 juni ada sesorang yang meng upload foto isi dari tas istri saya tersebut ke facebook media informasi tuban , dan orang tersebut menyuruh mengambil tas tersebut di daerah brondong , lamongan dan daerah tersebut rawan terhadap kejahatan kami yakin orang tersebutlah pelakunya dan mau menjebak kami . kami mohon bantuanya bapak-bapak polri indonesia untuk menumpas penjambretan/kejahatan yang terjadi di daerah tuban dan sekitarnya agar tidak ada lagi korban berikutnya , berikut kami lampirkan hasil upload seseorang tersebut ke media informasi tuban dan obrolan seseorang tersebut dengan teman-temannya , semoga menjadi bahan untuk menangkap tersangka tersebut beserta komplotannya . terima kasih atas bantuan dan kerjasamanya . salam , nafi",Crime
"kepada yang terhormat . pemerintah provinsi dki jakarta . dengan hormat . saya dari warga rt.003 rw.010 kelurahan . cipinang besar utara kecamatan . jatinegara jakarta timur , saya ingin melaporkan tawuran antar warga yang sering terjadi di wilayah kelurahan . cipinang besar utara kecamatan . jatinegara jakarta timur . sudah 1 bulan ini sudah terjadi 6 kali tawuran antara warga cipinang pulo maja dan warga cipinang pulo wetan . warga dari cipinang pulo wetan sering sekali merusak rumah warga dan warung warga setiap tawuran . tujuan dari warga cipinang pulo wetan merusak rumah warga dan warung warga karena ingin menjarah harta benda kami . saya berharap ada solusi yang ampuh untuk masalah tawuran ini agar mereka yang terlibat tawuran menjadi jera dan tidak melakukan tawuran lagi . karena sampai saat ini tidak ada solusi sama sekali . terima kasih",Crime
"pak , mohon tindak lanjut , pada tanggal 26 juli 2017 lalu saya pernah melaporkan tuna wisma yang mangkal di jalan . makan teman haryono 830. hingga saat ini ybs masih mangkal disitu . dan masih sering membakar sampah , sudah berulangkali saya ingatkan , diingatkan oleh petugas parkir , bahkan oleh petugas kelurahan , tetap saja masih membakar sampah . sekadar informasi , tempat sampah di depan rumah no . 828 sudah hancur karena sering dipakai untuk membakar sampah , sekarang tempat sampah di depan nomor 824 yang dipakai untuk membakar sampah . sering juga membakar sampah daun kering dipinggir jalan di jalur lambat , hal ini sangat membahayakan kesehatan anak saya dan bahaya kebakaran . mohon tindak lanjut pak . mereka biasanya datang setelah pukul 3 sore , kemudian bermalam , hingga keesokan hari sekitar pukul 10 pagi mereka pergi . mohon bantuannya pak .",Crime
"yth.kepolisian republik indonesia , saya ingin melaporkan bahwa puluhan siswa smu dibelakang mall btm ( bogor trade mall ) perlintasan rel kereta api kota bogor sepertinya akan mengadakan tawuran . mohon ditindaklanjuti . terima kasih .",Crime
bulungan terjadi kekerasan dalam rumah tangga di kecamatan . tanjung selor,Crime
"lingkungan kami yang terletak di komp . karang tengah permai jalan . kresna blok tp1 akhir2 ini menjadi sangat tidak aman dengan kehadiran anak2 dan remaja yang sering nongkrong dari pagi , siang , sore malam . mereka sering membuat kegaduhan dan membawa senjata tajam saat nongkrong . sangat mengkhawatirkan bagi kami warga sekitar . diperingati tidak bisa , security sudah memperingati tapi tidak pernah di gubris , makin menjadi mereka . tiap malam mereka ngelem di lahan kosong ditemukan banyak kaleng lem aibon .",Crime
"desa pakuwon kedungrejo terjadi banjir airnya mengenangi sawah secara berlebihan sehingga padinya membusuk , penyebabnya adalah air terhalang oleh bongkaran bangunan pelaksana proyek pusat , siapa yang bertanggung jawab ? ( dialog publik )",Natural Disaster
"yang terhormat . pemerintah daerah provinsi dki jakarta terjadi banjir di rt 09-22 d11 rw 012 , kelurahan kapuk , sekitar kebon jahe penghubung kali dari kelurahan cengkareng timur dan kelurahan kapuk . banjir sudah berlangsung lebih dari 2 malam dan hingga saat ini belum ada tanda -tanda akan surut . air sudah mulai hitam becampur bau , dan beberapa penyakit sudah mulai timbul . banjir tersebut tetap terjadi meskipun hujan tidak turun karena proses pembangunan pintu air yang belum selesai dan hanya 1 pompa air yang beroperasi . namun , saat ini pompa air tersebut mati . mohon segera ditangani mengingat intensitas hujan yang semakin tinggi . terima kasih .",Natural Disaster
"siang , saya ingin melaporkan kasus copet yang marak terjadi , di daerah senen , .jakarta pusat tepatnya di trotoar depan blok 1 dan blok2 senen , . bersebrangan dg bioskop grand senen ... umumnya trotoar ini di gunakan abang yang mau ke halte busway di bawah flyover senen . di trotoar sdh ada coretan pilox `` awas copet '' , . berjarak sekitar 5 meter , namun sdh mulai pudar karena cuaca . modus pencopet itu adalah mendekati dari belakang orang yang pakai tas ransel , untuk kemudian membuka dan mengambil brng si korban mohon agar dapat di jaga di daerah tersebut . agar tidak terjadi penghakiman massa",Crime
lapor hari ini di jalan cinambo gede bage ada pohon tumbang menghalangi arus mobil . trimakasih.bu ika,Natural Disaster
"laporhendipak ini kayu2 yang di depan pasar bk yang pohonnya tumbang belum di bereskan pak.sehingga masih menutupi toko2 disekitar sini pakjdi tidak bisa jualan paktolong ditindak lanjuti pak , bagi dinas yang bersangkutan mohon untuk mengangkut kayu2 ini pak.trima kasih",Natural Disaster
ponorogo musim hujan . mohon pohon dipinggir jalan yang mengkhawatirkan untuk ditebang ponorogo bantuan sosial rakyat miskin mohon tepat sasaran ponorogo kapan kabepaten layak anak mendapatkan reward,Natural Disaster
"saya selaku pelapor : nama : julia wisenna nik : 367105440795002 alamat : pantai indah kapuk . komplek mediterania boulevard . jalan . katamaran indah 3 no 1b , jakarta utara kapuk penjaringan , 14460 ingin melaporkan : nama : zhao guihua warga negara asing alamat : pantai indah kapuk . komplek mediterania boulevard . jalan . katamaran indah 3 no 1b , jakarta utara kapuk penjaringan , 14460 dengan ini saya menyatakan kasus perilah kdrt dan tindakan yang membuat kegaduhan di rukun tetangga . selaku saudari zhao guihua ( ibu tiri ) melakukan kekerasan kepada ayah kandung saya . zhao guihua secara paksa mengusir saya julia wisenna selaku anak kandung dari ayah saya bernama ng heisen , karena ingin mengambil alih dari rumah papa saya , karena saya sebagai anak nomor 1 , zhao guihua berusaha untuk menyingkirkan saya . semalam saya sudah melapor kepada security dan rt namun mereka tidak bisa membantu dengan maksimal . maka dari itu saya membuat laporan ini kepada pihak berwajib . karena terkait kasus ini membuat adik adik saya yang masih di bawah umur menjadi tekanan dalam mental dan psikologi . saya berharap ada tindakan lanjut dari pihak yang berwajib . julia wisenna , pelapor",Crime
"telah maraknya terjadi pungutan liar ( pungli ) di jalan ikan paus no . 7 kecamatan binjai timur kelurahan tanah tinggi kota madya binjai tepatnya di depan cagar budaya stasiun kereta api binjai yang di sertai dengan kekerasan dan makian oleh salah seorang kelompok juru parkir liar dengan ciri-ciri berbadan kurus , rambut sedikit keriting , tinggi badan kurang lebih 160 cm dengan warna kulit coklat kehitaman , ketika ditanya apakah ada izin untuk pungutan parkir di daerah tersubut dia langsung menyebutkan salah seorang oknum di dinas perhubungan kota binjai serta juru parkir liar itu menunjukkan kartu petugas parkir palsu , yang nama di depan dan foto tidak sesuai dengan identitas di belakang kartu tersebut . mohon untuk ditindak lanjutin untuk kota binjai kota idaman . terima kasih .",Crime
"beberapa hari ini mulai terjadi ketidakamanan dan ketidaknyamanan di daerah unpar , bandung khususnya di jalan menjangan , dimana ada seorang pria yang sering melakukan pelecehan seksual seperti memegang dada wanita ketika sedang berjalan . segerombolan pria lain ini juga sering melontarkan kalimat2 rasis dan penghinaan kepada anak2 unpar yang sedang berjalan di jalan menjangan . hal ini tentu tidak dapat dibiarkan , mengingat pelecehan yang mereka perbuat dapat berkembang lebih lanjut apabila tidak ditangani dengan baik . tampaknya mereka adalah tukang2 yang sedang bekerja di jalan menjangan no.3 , ciumbuleuit , bandung . ( pagar hitam ) . yang mengalami hal ini adalah saya sendiri , dan juga teman saya yang lain juga pernah mengalami hal yang sama . ps : jangan tunggu hingga mereka melakukan hal2 yang lebih tidak diinginkan seperti pemerkosaan , atau pelecehan2 lainnya . terima kasih atas perhatian bapak/ibu .",Crime
